Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.229,59.764,60.277,60.764,61.226,61.663,62.079,62.477,62.861,63.234,63.601,63.964,64.326,64.692,65.065,65.443,65.822,66.201,66.574,66.932,67.272,67.591,67.887,68.164,68.425,68.677,68.925,69.175,69.429,69.69,69.957,70.227,70.499,70.771,71.041,71.304,71.559,71.806,72.046,72.284,72.523,72.763,73.003,73.241,73.471,73.689,73.892,74.081,74.257,..
Dominican Republic,DOM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7860,8230,9620,9520,11140,11840,12730,14500,16620,17790,18670,18980,20879.9991607666,18729.9995422363,17280.0006866455,18690.0005340576,20370.0008392334,20629.9991607666,20579.9999237061,19659.9998474121,20680.0003051758,20909.9998474121,21680.0003051758,21290.0009155273,21450.0007629395,23590.0001525879,24590.0001525879,23549.9992370605,25309.9994659424,27229.9995422363,..,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,4755464,4884460,5014187,5144632,5275767,5407496,5539596,5671801,5803929,5935895,6067769,6199657,6331760,6464229,6596967,6729930,6863438,6997877,7133491,7270413,7408339,7546467,7683707,7819239,7952766,8084407,8214427,8343288,8471317,8598599,8724974,8850317,8974444,9097262,9218681,9338856,9458079,9576736,9695117,9813219,9930916,10048226,10165182,10281675,10397738,10513111,10627147,10738957,10847904,10953714
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,417.91926087549,480.053066255021,583.484421302995,699.60300367451,748.99062070027,848.28541713207,854.647161995207,969.498048327154,1164.95222460509,1273.82644066312,1362.51066907788,1487.27582832405,1831.08645937307,780.385865786157,928.032248763549,865.831754484669,783.035401270523,955.517374760504,991.614841147232,1351.29850024099,1566.52962344191,1733.39953649834,1905.94349639051,2127.74808893306,2293.75438147613,2476.06040304923,2638.31327013425,2653.22512384672,2869.17813861021,2977.43451003068,3110.32544702737,2418.35042158878,2487.32906105687,3932.78440650852,4109.03359145391,4707.79505245725,5087.98321278434,5039.40312212985,5555.39201393816,5913.42664885493,6110.36657603383,6238.13236658362,6608.82550130065,6921.52059432776,7280.88361041225,7609.35327534023,8050.64407623416,8282.11713050921,7268.1969096591,8603.78990518158
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044592944.80499,6122198120.02892,5826987099.45901,5374314928.42536,6686593059.93691,7073675544.79021,9824498183.03263,11605382504,13081042400,14644711384.8202,16637370839.1608,18241691857.3544,20017480054.834,21672231760.6491,22136621337.0889,24305717541.6371,25601765400.5153,27137508656.8522,21403167848.1444,22322395368.0274,35777570135.5225,37879869897.8979,43965420072.4107,48122547177.1881,48261033298.2133,53860175555.9961,58029750745.6495,60681537195.7996,62682163837.347,67179914026.9623,71164825256.6849,75704720189.5607,79997975621.8654,85555378042.8196,88941299733.5018,78844702329.0785,94243453937.4462
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.232,59.745,60.258,60.774,61.298,61.834,62.382,62.942,63.512,64.089,64.669,65.246,65.814,66.371,66.911,67.436,67.943,68.431,68.899,69.347,69.777,70.189,70.587,70.972,71.348,71.716,72.075,72.425,72.761,73.078,73.371,73.641,73.887,74.112,74.319,74.514,74.705,74.895,75.089,75.289,75.495,75.707,75.923,76.143,76.365,76.584,76.8,77.01,77.216,..
Ecuador,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15420,15740,16850,16950,18800,20920,24000,24950,24470,21610,22050,24250,24170.0000762939,24659.9998474121,26180.0003051758,28219.9993133545,30129.9991607666,30639.9993896484,31690.0005340576,34500,37250,37099.9984741211,37090.0001525879,39700.0007629395,41799.9992370605,41520.0004577637,39810.001373291,38549.9992370605,40139.9993896484,39290.0009155273,..,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,6429377,6614840,6803271,6994331,7187794,7383713,7582357,7784074,7989178,8197648,8409396,8624594,8843463,9066100,9292481,9522362,9755576,9991870,10230931,10472476,10716131,10961460,11207999,11455205,11703169,11951457,12198449,12442109,12681123,12914660,13143465,13369678,13596390,13825839,14059379,14296554,14535740,14774412,15011114,15243885,15474099,15707473,15951832,16212022,16491116,16785356,17084359,17373657,17643060,17888474
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,495.535918152084,588.337065135571,970.012721968013,1105.42055513384,1264.91164115649,1493.33358291433,1572.40053068466,1821.04718012411,2238.21708351953,2660.61280130221,2369.95065693297,1988.78732313123,1912.43127079044,1891.56247890302,1648.01456016559,1464.49293591517,1337.88989520842,1390.21311402663,1489.52994603816,1622.20808790909,1688.50475223376,1727.75500331884,2026.11307662218,2132.90678274384,2155.51815039143,2356.36985737498,2293.88973536506,1578.93429773989,1445.27932442901,1894.61619585804,2172.1018772447,2425.85184175715,2691.27768473838,3002.13860439139,3328.88415626323,3567.83718649963,4249.01896979445,4231.61923466057,4633.59128443099,5200.55510783504,5682.04610814497,6056.33121253813,6377.09392877257,6124.49088707134,6060.09296156791,6213.50312736888,6295.93466163992,6222.52465327248,5627.77227986528,5934.87549580808
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,3185987234.84089,3891755551.94138,6599259420.99605,7731677256.80982,9091924304.83477,11026346589.5011,11922502170.6405,14175166007.5774,17881514682.8784,21810767209.3695,19929853574.6095,17152483214.3536,16912515183.2783,17149094589.9827,15314143988.0621,13945431882.2271,13051886552.3377,13890828707.6493,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,99291124000,106165866000
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.894,53.408,54.021,54.717,55.465,56.222,56.958,57.659,58.332,58.995,59.671,60.372,61.091,61.806,62.487,63.11,63.662,64.143,64.572,64.978,65.392,65.831,66.298,66.779,67.249,67.68,68.051,68.357,68.602,68.796,68.961,69.116,69.271,69.434,69.608,69.788,69.971,70.159,70.349,70.543,70.736,70.928,71.117,71.302,71.482,71.656,71.825,71.99,72.15,..
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87750,89370,90900,92660,87900,93720,98940,106060,110980,116540,114610,126700,129440.002441406,133020.004272461,144500,162220.001220703,170750,183399.993896484,189940.002441406,197660.003662109,200309.997558594,205770.004272461,215000,213860.000610352,219119.995117188,226279.998779297,231229.995727539,242229.995727539,247910.003662109,249369.995117188,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,36102670,36896551,37708144,38549133,39422731,40329589,41275728,42267429,43309063,44400113,45539295,46728284,47968643,49258726,50602360,51991696,53399243,54788680,56134478,57424552,58666812,59880656,61095804,62334025,63601632,64892269,66200259,67515591,68831561,70152662,71485044,72826102,74172073,75523576,76873670,78232124,79636081,81134789,82761244,84529251,86422240,88404652,90424668,92442549,94447071,96442590,98423602,100388076,102334403,104258327
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,257.588650807345,273.698607044358,244.747214941155,301.749428940909,337.774368889261,357.077947806179,358.847797016894,426.346523905474,500.355045233578,498.559115853626,607.281522777046,662.687288361304,708.195747618183,792.824041999649,815.248694949335,778.116887234728,655.067805530831,725.629802542776,765.642005459646,651.077547640745,713.452548255451,777.857735101984,849.452499105263,965.110869392024,1063.33304436484,1208.71991964238,1281.39691350876,1343.551962788,1450.47624243298,1378.20338333845,1191.10323854218,1102.46819936156,1062.15809193398,1186.39331322717,1397.43669004643,1667.3179980551,2044.52780415176,2331.26884011057,2645.96875877924,2791.81076592794,3229.6856303038,3262.65758647104,3379.55798627058,3562.93265798423,3519.8732398108,2444.29038718448,2537.12518504712,3019.09228346646,3569.20684121108,3876.35959373349
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,9299638055.84281,10098534613.4411,9228963224.60004,11632178868.9171,13315988083.4161,14400806875.9867,14811704063.0685,18020571428.5714,21669908176.3889,22136081081.0811,27655172413.7931,30966239813.7369,33971188991.6147,39053502251.0732,41253507951.3564,40455616653.5742,34980124929.0176,39756299049.9793,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645,365252651278.852,404142766093.053
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.586,55.793,55.948,56.052,56.11,56.142,56.178,56.248,56.394,56.658,57.058,57.601,58.283,59.097,60.025,61.024,62.044,63.05,64,64.858,65.617,66.273,66.824,67.277,67.651,67.978,68.284,68.581,68.875,69.162,69.432,69.68,69.908,70.124,70.333,70.542,70.756,70.978,71.21,71.449,71.692,71.935,72.175,72.412,72.644,72.872,73.096,73.317,73.533,..
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2380,3070,3350,3920,4460,4960,4390,5320,5670,5610,5630,5870,5940.00005722046,6510.00022888184,6679.99982833862,6840.00015258789,7239.99977111816,7630.00011444092,6909.99984741211,6679.99982833862,6539.99996185303,6780.00020980835,6769.99998092651,6460.00003814697,6590.00015258789,7000,7170.00007629395,6380.00011444092,6809.99994277954,7800.00019073486,..,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,3867310,3964273,4060255,4154689,4247508,4338451,4426679,4511127,4591135,4666361,4737256,4804936,4871041,4936803,5002339,5067531,5133273,5200608,5270074,5342190,5416327,5490478,5561916,5628602,5689943,5746288,5797764,5844834,5887930,5927001,5962139,5994075,6023801,6052124,6079395,6105810,6131767,6157678,6183877,6210567,6237922,6266076,6295124,6325121,6356137,6388124,6420740,6453550,6486201,6518500
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,326.769770202027,363.829635345497,410.289501521456,453.492451540898,548.152022315202,678.039258712384,706.615501146571,767.799243958328,778.448009043515,736.59114672011,717.543890387178,729.738710359514,751.725021407128,769.80357530977,753.979928189593,781.060007329013,816.219982845253,840.712335942259,914.131794733812,983.181504214564,1073.31025250137,1216.70084098324,1380.70837459609,1585.10889560143,1684.78450487114,1778.8363374756,1886.35996566952,1930.6274566566,2001.54004887966,2072.3015906358,2124.10181983345,2209.4972451963,2278.4303299528,2428.56887928932,2631.82273894031,2786.15777431659,2933.3942401921,2858.48334388385,2983.2288061357,3266.01097774165,3428.40933246681,3509.52653622458,3589.04288461991,3705.57970353453,3805.99568574434,3910.25440332717,4052.62477533742,4167.73093878563,3798.63652082321,4408.52036511467
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000,24638720000,28736940000
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.448,40.732,41.021,41.344,41.738,42.218,42.788,43.435,44.127,44.819,45.466,46.039,46.528,46.938,47.293,47.63,47.981,48.36,48.775,49.229,49.708,50.2,50.694,51.184,51.659,52.112,52.538,52.93,53.279,53.581,53.84,54.064,54.263,54.449,54.638,54.842,55.07,55.329,55.622,55.945,56.288,56.642,57.001,57.359,57.713,58.061,58.402,58.735,59.057,..
Equatorial Guinea,GNQ,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,70,900,960,1030,1100,1190,1650,1970,3230,2220,3400,4630.00011444092,5010.00022888184,6199.99980926514,8319.99969482422,9369.99988555908,8539.99996185303,9779.99973297119,9710.00003814697,9949.99980926514,9989.99977111816,9819.99969482422,9180.00030517578,7909.99984741211,6570.00017166138,6659.99984741211,5800.00019073486,6429.99982833862,5349.99990463257,..,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,289508,277656,265762,255808,247969,242160,239681,241977,249931,264370,284638,308208,331554,352116,369024,382977,394973,406620,419188,432844,447269,462637,479099,496768,515844,536459,558496,581765,606180,631662,658388,686670,716949,749527,784494,821686,860839,901589,943640,986861,1031191,1076412,1122273,1168575,1215181,1262008,1308966,1355982,1402985,1449891
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,226.001347937563,292.459831279837,354.301452831364,407.710639966056,418.008097536264,429.416584389773,..,..,202.627448270724,138.939451699101,155.617478107206,144.196312060816,151.772906997258,176.415058814545,207.052649029051,243.737476994786,254.535533555273,217.072388432346,267.468072913182,256.226335758553,301.177108978134,294.07050485754,210.409543359359,285.552548185098,450.646002349081,824.551083073221,663.724751327361,1067.64395532303,1725.55758427978,2313.16593689273,2744.19148324865,3618.54447564811,6152.13123760173,10963.4063784924,12857.3688248227,15908.4111920336,22942.6101005186,16668.1216976014,17288.8412777624,21641.6950791415,21711.1532298542,20390.7382585315,19394.0818360782,11283.3980158847,9250.31672846641,9667.8569615799,10005.6160423267,8380.74112238766,7198.33588370688,8462.28632962077
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,65429198.238708,81203226.9138345,94159862.7073691,104295643.388437,103653049.93797,103987520.075827,..,..,50642880.7737503,36731422.8456914,44294647.733479,44442456.94764,50320914.4065688,62118564.8495425,76407396.7552964,93345847.7270322,100534663.294927,88265974.5843603,112119406.548331,110906032.075075,134707184.355541,136047896.155778,100807001.813926,141853368.256815,232463036.435759,442337849.474377,370687618.717326,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314442183.3477,21357344847.4966,22388345810.2466,21948835350.3425,21765454404.421,13185496836.4124,11240809132.4145,12200912828.3695,13097011208.4602,11364134108.6175,10099157269.8025,12269392788.7402
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.934,44.316,44.691,45.054,45.404,45.739,46.059,46.364,46.654,46.927,47.187,47.441,47.695,47.956,48.23,48.522,48.841,49.192,49.588,50.04,50.545,51.1,51.696,52.316,52.938,53.548,54.137,54.707,55.273,55.864,56.5,57.191,57.932,58.707,59.487,60.243,60.952,61.602,62.193,62.732,63.238,63.726,64.201,64.664,65.111,65.538,65.941,66.321,66.679,..
Eritrea,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,440,630,730,800,870,830,610,650,640,700,680.000007152557,689.999997615814,680.000007152557,600.000023841858,519.999980926514,509.999990463257,449.999988079071,469.999998807907,500,569.999992847443,620.000004768372,639.999985694885,649.999976158142,649.999976158142,660.000026226044,720.000028610229,850.000023841858,879.999995231628,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1384789,1423749,1463986,1505438,1547978,1591622,1636771,1683932,1733423,1784557,1836825,1890556,1946299,2003942,2064803,2127421,2185607,2231144,2258649,2266356,2257593,2238631,2218436,2204227,2196467,2195192,2206439,2237412,2292413,2374721,2481059,2600972,2719809,2826653,2918209,2996540,3062782,3119920,3170437,3213969,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211.332003442771,208.999479930191,239.668086745938,262.230534786118,315.750682432318,312.724395014259,337.886592347593,307.909909177229,308.134186808579,316.823953429739,293.955672417246,334.585571541238,407.769076960812,388.595947483174,415.036030549833,439.8321033782,450.632398910533,595.109987185412,501.355316997143,642.508258796603,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,477101651.648376,467872714.755603,531688311.688312,578015625,693535954.190067,686490090.140141,745526154.93283,688921325.712043,706370815.584416,752368495.512622,729321366.651861,870247703.182758,1109054005.43971,1098425900.74116,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8328292682927,69.7245853658537,69.5902195121951,69.4413170731707,69.2900243902439,69.1469512195122,69.0262682926829,68.9385853658537,68.9056341463415,68.9780487804878,69.1268292682927,69.3756097560976,69.2780487804878,69.3804878048781,70.0853658536585,70.6439024390244,70.6975609756098,70.0390243902439,69.4756097560976,69.3731707317073,68.8634146341464,67.909756097561,66.5,67.5439024390244,69.6121951219512,69.809756097561,69.3585365853659,70.0634146341463,70.4170731707317,70.2585365853659,70.9048780487805,71.3170731707317,71.909756097561,72.5682926829268,72.6914634146341,72.8146341463415,73.7707317073171,74.8243902439024,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.6414634146342,78.0926829268293,78.2439024390244,78.6463414634147,78.3463414634146,..
Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35280,31540,23820,18340,17820,16260,17200,16770,16240,15290,14920,15380,14949.9998092651,16940.0005340576,17020.0004577637,17229.9995422363,15979.9995422363,19979.9995422363,18399.9996185303,15050.0001907349,19000,18170.0000762939,16889.9993896484,19319.9996948242,17940.0005340576,15539.999961853,15989.9997711182,16709.9990844727,15319.9996948242,10180.0003051758,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326855,1329479,1329254
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3134.38975345407,3380.92630243199,3682.95230146695,4093.39247738765,4140.93660232167,4070.60902410208,4505.85833233188,5341.62894677002,7203.52303786646,8914.10355674451,10412.6443137966,12639.4000677296,16744.5844516343,18204.9664786762,14711.7352728223,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23063.5638175675,23397.8782560944,23054.3584905978,27280.6584396993
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23213994093.4631,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30489500904.8564,31045591753.4901,30650285471.7215,36262924353.6041
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.479,50.191,50.919,51.661,52.421,53.198,53.991,54.795,55.613,56.453,57.307,58.158,58.978,59.749,60.46,61.081,61.572,61.885,61.95,61.7,61.112,60.192,58.958,57.422,55.606,53.595,51.498,49.424,47.49,45.799,44.41,43.372,42.731,42.518,42.733,43.308,44.17,45.275,46.601,48.141,49.862,51.699,53.569,55.359,56.962,58.319,59.401,60.194,60.721,..
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,560,560,580,590,610,630,460,590,620,680,690,610,620.000004768372,629.999995231628,629.999995231628,660.000026226044,649.999976158142,660.000026226044,629.999995231628,699.999988079071,649.999976158142,660.000026226044,680.000007152557,750,750,769.999980926514,839.999973773956,889.999985694885,910.000026226044,959.999978542328,..,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,457039,470561,484747,499759,515602,532253,549787,568316,587852,608374,629812,652112,675240,699077,723599,748634,773774,798498,822423,845267,866995,887706,907622,926836,945506,963416,979922,994105,1005432,1013608,1019054,1022796,1026287,1030575,1036095,1042651,1049948,1057462,1064841,1072029,1079285,1086843,1095022,1104038,1113994,1124808,1136274,1148133,1160164,1172369
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,321.069430537678,471.569078803952,545.257617093698,576.883872766362,528.584253816049,571.246828268655,619.542432514749,725.112672810529,922.001649412919,938.174818152314,853.549917822489,851.596268383168,732.29622039224,515.072560342456,620.712035692557,780.268542333656,894.33958018379,872.782938295471,1355.38900074707,1367.78319552771,1481.86118053922,1528.89244383416,1563.74950694899,1833.09931612518,1695.13477490516,1781.88852291683,1609.21409301843,1557.06333059591,1728.71049762741,1521.76907531716,1405.44870562975,2148.632475194,2699.13074169713,3083.83814075588,3176.69116821334,3327.44513395798,3137.38726604361,3385.85884592044,4168.48940292685,4496.61336050974,4527.56503878653,4230.17126641521,4039.15934079483,3680.34947283775,3425.53195692846,3914.41848379603,4107.09443109307,3889.85122575483,3434.72179830295,4214.86168781553
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,146741251.46351,221902017.291066,264311994.113319,288302907.369844,272539098.436063,304047838.086477,340616375.344986,412093133.760988,542000513.610683,570761166.818596,537575980.843618,555336145.767884,494475699.857656,360075380.266523,449146608.315098,584135559.921414,692016714.317132,696915430.663057,1114703088.1614,1156141998.33412,1284766234.2216,1357206995.74624,1419293454.99606,1698982437.76019,1602760100.48147,1716699913.19444,1576904292.4588,1547884442.26205,1738100853.05052,1542477308.89408,1432228125.26682,2197612701.09852,2770082791.50412,3178126491.90949,3291353835.93,3469363996.36642,3294093485.20796,3580417066.92472,4438778424.30203,4820499924.2539,4886533032.88672,4597532029.70451,4422968339.67584,4063245671.29285,3816022046.82656,4402969225.92165,4666784617.59585,4466066557.37957,3984840580.40634,4941373182.08261
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.465,43.693,43.894,44.044,44.116,44.103,44.016,43.881,43.747,43.675,43.712,43.885,44.199,44.633,45.147,45.682,46.194,46.667,47.099,47.504,47.911,48.344,48.81,49.303,49.81,50.32,50.835,51.366,51.941,52.595,53.349,54.211,55.174,56.223,57.334,58.467,59.581,60.645,61.627,62.505,63.281,63.961,64.547,65.048,65.482,65.872,66.24,66.597,66.953,..
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2310,2330,1520,1940,2260,2570,2870,3060,3230,3180,3560,4400,4570.00017166138,5019.99998092651,5329.99992370605,5050.00019073486,5400.00009536743,5960.00003814697,6489.99977111816,6530.00020980835,6469.99979019165,7539.99996185303,8479.99954223633,10079.9999237061,12340.0001525879,12890.0003433228,14970.0002670288,15819.9996948242,17239.9997711182,18360.0006103516,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,30140799,31036670,31861353,32566855,33128151,33577240,33993301,34487806,35141703,35984531,36995246,38142679,39374346,40652146,41965696,43329238,44757205,46272308,47887864,49609976,51423591,53295556,55180993,57047906,58883531,60697443,62507724,64343008,66224809,68159422,70142090,72170581,74239508,76346310,78489205,80674343,82916236,85233923,87639962,90139928,92726982,95385793,98094264,100835453,103603461,106399926,109224410,112078727,114963583,117876226
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,203.557000323439,208.342391325731,224.627400221574,205.62379289169,233.218696082903,234.682176355784,242.961545904477,243.735857696929,248.022745682516,254.243262202821,271.394373532612,204.050181513175,165.693228041524,125.549581258108,134.34296024645,145.16690126181,141.508619901766,125.076141078992,119.684076349153,124.460790874921,120.765783730897,111.927225125,119.49039595567,136.466250038215,162.43272862793,194.687432935553,244.286052292978,326.436822761984,380.569003212934,341.554122699663,354.4795719088,467.07787183328,499.531530164228,566.92640288853,640.541923075422,717.124869806118,768.523015429372,771.524866349431,855.760885186903,936.45075756247,943.965684225205
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,7324903188.4058,7707678019.32367,8567890821.25604,8096302367.14976,9480840483.09179,9848600869.56522,10527338647.343,10908935748.7923,11476584879.2271,12175166763.285,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589211390.49612,7818224905.55071,7700833482.00615,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412,107657734392.446,111271112329.975
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,74.4975609756098,..,..,..,..,75.9853658536585,..,..,..,..,..,..,..,75.2658536585366,75.4658536585366,75.7146341463415,75.9146341463415,76.1146341463415,76.3634146341464,76.6146341463415,76.9146341463415,77.1658536585366,77.3658536585366,77.5682926829268,77.8219512195122,78.0268292682927,78.2317073170732,78.4365853658537,78.6414634146341,78.8439024390244,78.9439024390244,79.0926829268293,79.290243902439,79.6390243902439,79.9878048780488,80.1365853658537,80.3853658536585,80.6878048780488,80.9390243902439,81.190243902439,81.4414634146341,81.5926829268293,81.7926829268293,82.0926829268293,82.2926829268293,82.5439024390244,82.7926829268293,83.0926829268293,..
